,productid,marketid,share,share0,delta_true,xi_true,intercept,x1,x2,x3,z1,z2
"245-1",45,5,0.0010347783067512488,0.072484454683989119,-6.9710237965873443,-1.0608597080004991,1,0.87475607117262422,-1.086294864235871,-0.69862529552359798,106.06860413469798,66.026917685067886
"246-1",46,5,0.0023628547201600936,0.072484454683989119,-3.7108084688634047,1.0952125058085369,1,0.26463610737244508,-0.43012671125197682,0.35946962920758974,56.651520419778301,49.923944136842792
"247-1",47,5,0.00497572144666702,0.072484454683989119,-4.037900810516601,0.92282061790231762,1,0.95792247647752016,-0.0087813617537693782,-0.90986254314267023,48.073591886015791,82.916344751267445
"248-1",48,5,0.00063952089909516028,0.072484454683989119,-4.4847796543339715,-1.3936693800858675,1,0.92976498528481744,-0.01496137490215315,0.99408611536923186,48.068555143364172,95.051170612354468
"249-1",49,5,0.016903797096458562,0.072484454683989119,-4.4228341738296724,1.7211934459069294,1,-0.49065782309798284,0.79752647842383084,-1.4508962750624497,82.141618577892046,146.93177898478805
"250-1",50,5,0.0002180221431479801,0.072484454683989119,-5.7189784116155593,-0.95330413520468849,1,0.031347562069846117,0.42295467506464973,-0.2199765135453664,58.067730120514696,44.597529469231411
"251-1",1,6,0.011006932862239902,0.094320545768915798,-3.1357288515171446,0.22651241693192067,1,2.6273687969097463,-0.35015907132267116,-0.63945099403614047,53.80051113353877,63.501242227800077
"252-1",2,6,0.00012402098381130764,0.094320545768915798,-7.6246718397714961,-0.84743275010520824,1,-0.81355693536313711,-0.093101868949671429,-0.87058028535347898,50.164293144411253,73.488845425708305
"253-1",3,6,0.0032833722080615555,0.094320545768915798,-6.8233713069531579,1.8749109805649851,1,-1.4021911789051751,-1.2441766561825012,-1.051914452430466,118.93002637159877,85.139171780682588
"254-1",4,6,0.0049252147951032036,0.094320545768915798,-6.9097545834308916,0.0080887994490380939,1,0.56423012460891364,-1.3585137478951474,-1.123559759593697,133.13943563955934,90.666591542690455
"255-1",5,6,0.0060596109744835936,0.094320545768915798,-3.3576777883486466,-0.67825112344730465,1,2.8762330152182778,-0.45517848143383022,-0.10048119868578942,57.225348148633707,61.379243722015339
"256-1",6,6,0.12790867641386053,0.094320545768915798,-6.9886772871948502,0.34126583653333503,1,1.2211529740768763,-0.5968747450924492,-2.9542213527126111,63.629164305747132,409.5082218709361
"257-1",7,6,0.0014348276478048413,0.094320545768915798,-5.2421791197315395,0.35665263569920003,1,0.44105190843383946,-0.37468814656881072,-0.66519551729576876,54.499748231136486,64.344055317138356
"258-1",8,6,0.0053384400100421449,0.094320545768915798,-6.3602783971854722,0.35639174043234301,1,-0.14964472971660991,-1.5291703347652894,-0.037855073135916503,156.82847099612638,63.054132723549252
"259-1",9,6,0.00067331953115269553,0.094320545768915798,-4.8425048301691085,0.3363586548654961,1,-0.34345232331513226,0.45214916435872765,-0.28756032607820015,64.761841250980865,58.758398724578683
"260-1",10,6,0.0047299107814398438,0.094320545768915798,-2.9438791222602259,0.89914972827082562,1,-0.49478873930338907,0.8353566542195251,0.81640323455281294,93.166538890452188,125.84669714618001
"261-1",11,6,0.021948609616037888,0.094320545768915798,-7.0988006236333181,0.6251560933232797,1,0.49494410605306416,-1.3299131950884677,-1.8889876279211946,129.46000238402968,182.3958599593762
"262-1",12,6,0.0016786736072579625,0.094320545768915798,-7.8915936629488286,-1.1204797707346454,1,0.72792012731535416,-0.4858922973534569,-2.0131417221760799,58.439583890643455,202.90725769217451
"263-1",13,6,0.00051581368653976401,0.094320545768915798,-7.8437707411456099,0.28625762883975986,1,-1.3662313629801053,-1.1999575478049194,-0.56383945920034539,113.79220391986102,61.416752482561073
"264-1",14,6,0.14565363227758696,0.094320545768915798,-1.1620243510719197,0.68706425581256325,1,0.67145353610509539,1.9521104216414031,0.52734743536901907,261.37374372134838,96.267418370221066
"265-1",15,6,0.004114309986971116,0.094320545768915798,-3.3186079514170244,0.68724974946922157,1,-0.096941776079879971,0.17461151338320252,0.91647256181043135,53.542231043241863,138.07277421424953
"266-1",16,6,0.0013813274821535156,0.094320545768915798,-4.4502908444075953,0.52162242998498598,1,-0.18141330505280567,0.8826913459441188,-0.67319131528389486,97.714512698514497,64.619577120558731
"267-1",17,6,0.00067700912965335902,0.094320545768915798,-7.0270293889613047,-0.27155586877118681,1,-0.21417191503677885,-1.0037378633419947,-0.53756374181134425,93.399539953143758,60.828907942058073
"268-1",18,6,0.089079142722212998,0.094320545768915798,-3.9095800543792962,0.87621400571202412,1,0.21603312919871698,-1.1412924512879628,1.1394652619979253,107.28372202030637,168.99120998488186
"269-1",19,6,0.0015387805506054395,0.094320545768915798,-5.2682331271796485,0.038940815152424306,1,-1.6812187363094222,0.069863475549689663,1.3041813184276594,51.349962214707126,195.08641370971932
"270-1",20,6,6.9466296629040167e-05,0.094320545768915798,-8.6684876906379991,-2.7485367100568578,1,-0.95603096514849484,-0.7595634264464286,0.79564341101378167,73.507230331360816,123.43827148981978
"271-1",21,6,0.00024843203789168717,0.094320545768915798,-6.2039514486658387,-2.184028991274948,1,1.3401924808169854,-0.080076459095537192,-0.28003847911233853,50.159456205034736,58.794893708224016
"272-1",22,6,0.00055907957009191365,0.094320545768915798,-4.8558444148458406,-0.31994130473309224,1,-0.34388436934258271,0.80814335544226135,-0.00016209621242812885,90.655316121954641,64.255050874409164
"273-1",23,6,0.010030302040395241,0.094320545768915798,-4.8488703924928247,1.6022855342459936,1,-1.0591622970904522,1.4326800389191876,-1.8246736685675531,167.31266076819057,172.38878009273645
"274-1",24,6,0.046795497933893107,0.094320545768915798,-6.5873016191407512,1.1290029548844218,1,-0.21914018376568986,-1.9536635082003637,-0.54350088205911928,228.63733981607004,60.955576188446308
"275-1",25,6,0.0054040327615808821,0.094320545768915798,-8.5425088705322398,-0.27407773272620595,1,-0.92572704074574053,-1.9423182829765553,-0.40038581408373941,226.47908857583508,58.903475310685444
"276-1",26,6,0.0023753243604633881,0.094320545768915798,-4.933321562828457,-0.37479247207876021,1,-0.081300051359963321,-0.49463143113163305,1.0174023917418988,58.802659609166483,151.43861146501024
"277-1",27,6,0.0067728098046670104,0.094320545768915798,-2.3249509164699957,1.461074988409282,1,0.60136835827352697,0.53364932384971908,0.078956412997476091,69.548873022083399,67.24714784391044
"278-1",28,6,0.12140043452518572,0.094320545768915798,-2.770839633903206,-0.4550505132111935,1,-0.37491308186733774,1.1711641603167156,1.8879598008586103,130.37176396249046,309.8564465511306
"279-1",29,6,9.5161750470447321e-05,0.094320545768915798,-7.1881570286053709,-1.5315238080057147,1,-0.5666483625433314,0.62539173638491075,-0.71537659444123602,75.74807686127123,66.181173208040178
"280-1",30,6,0.00062058166899226245,0.094320545768915798,-5.2932211601748351,-1.6644527644517653,1,-0.063555234998679142,0.3911372906829923,1.0436495485926174,61.62166032410196,155.08468414796724
"281-1",31,6,0.0075452225917041907,0.094320545768915798,-6.6228024152681275,0.44443416265959573,1,-0.73667542086962567,1.0077269317148052,-2.3382880887729018,110.8272547106272,264.07493558952257
"282-1",32,6,0.040491017783139106,0.094320545768915798,-1.732621509223814,1.0372130089635576,1,0.77469200968742824,0.19726076164626385,1.2582127104789356,54.163414633556023,187.52542815716248
"283-1",33,6,0.0032373609954293166,0.094320545768915798,-4.7192453985112994,1.5568485741378915,1,-0.11866544535790749,-0.045248232970384182,-1.1121802943208987,50.231522387787393,89.753692842451244
"284-1",34,6,0.0042711599267393884,0.094320545768915798,-7.6525020038340745,-1.0934438256543431,1,0.81416603790527931,-1.6836391438072515,-0.68958507227775934,180.83177082724441,65.204870180647319
"285-1",35,6,0.02162255820834811,0.094320545768915798,-2.5899436006163974,1.5601318990881552,1,1.1108599287171979,-0.75340065666736233,0.49246522824561201,73.083845459588815,93.274181423518968
"286-1",36,6,0.0014829525915595191,0.094320545768915798,-4.7279396071870483,0.3406581273736633,1,-0.022802226464892595,0.8850706984629555,-0.93086620655877494,97.949156384033444,76.989912159197488
"287-1",37,6,4.4527760077659621e-05,0.094320545768915798,-7.8787840512703626,-0.27223166965154794,1,-2.3025762599123452,-0.08626837556325502,-0.21770774614321434,50.159597617643797,59.319366078052155
"288-1",38,6,0.0011821379200222294,0.094320545768915798,-5.1309384314069479,0.50276737862303889,1,0.17673410261798811,-0.23169065553594831,-0.57874925711202707,51.28737099799126,61.781634312821481
"289-1",39,6,0.0021418111906347215,0.094320545768915798,-6.8857939630729934,-0.3829795524452051,1,0.48817136916453985,-0.11714190524799076,-1.8738438745443382,50.218664114151451,180.00155678814571
"290-1",40,6,0.0035424968039155448,0.094320545768915798,-5.2370743197408114,-0.51150293623740817,1,0.40756749049373248,-0.92909235839498305,0.79595348439784663,86.672965300864433,123.47392088892603
"291-1",41,6,0.00032710135428114045,0.094320545768915798,-6.7771626312027076,-0.63726641159200725,1,-0.18317967112225089,-0.66007469465484447,-0.2966418538336052,67.145841640477812,58.722026365220245
"292-1",42,6,0.0015436341732119603,0.094320545768915798,-4.5926702626073883,0.21710887969330142,1,-0.73055599454274245,-0.051546140038823504,0.97232299228087549,50.209327081491701,145.34047774630895
"293-1",43,6,0.17084330229930642,0.094320545768915798,-5.3522579836539226,0.070933643457615991,1,-1.3245490725807363,2.9698234463585793,-2.0684660008893818,525.44928388832614,212.55374222561818
"294-1",44,6,0.011331653026641172,0.094320545768915798,-2.291983156319501,0.71128047900884983,1,1.3367612142272729,1.172508309865455,-0.51253315942107891,130.54379903446033,60.334415315102497
"295-1",45,6,0.0011605802457539021,0.094320545768915798,-4.6381890223724138,0.33902435654780622,1,0.23748229998547826,-0.23582590364980041,0.021130224744101971,51.350981849965692,64.997488093397223
"296-1",46,6,0.00055403372835489734,0.094320545768915798,-7.814378775075471,-0.71613005127936236,1,-0.4128278412748258,0.085526825585670971,-1.7709477081069531,51.606616443610719,164.35259671444388
"297-1",47,6,0.0055702146982063439,0.094320545768915798,-3.0616254342411544,0.21566855999337839,1,-0.10619798019472416,0.77914277371216689,1.0497612122480251,88.062306222216321,155.94376008103359
"298-1",48,6,0.00038256817416542987,0.094320545768915798,-8.388845210296207,-1.3268439362550006,1,0.032361979048826775,-0.51220113624050789,-1.5821621168495261,59.556184072872171,138.44947727149315
"299-1",49,6,0.0017021212344629922,0.094320545768915798,-4.6038864222892304,0.21169403111152599,1,0.85684562982866075,-0.20258666403004191,-0.46983941919937633,50.889013170405413,59.638439135060288
"300-1",50,6,0.00026025150785088567,0.094320545768915798,-5.9813909226164643,-1.5442826887853671,1,-1.2788132891669983,1.2452430007796149,0.59646205455628687,140.12776305602901,102.56470620070448
"301-1",1,7,0.019612105577060873,0.11148047350274393,-2.7859352030288043,0.3461512889386375,1,0.60916792784499141,1.6641600438691686,-0.40541446368160144,195.30970823073579,55.042923715616681
"302-1",2,7,0.021432753765897726,0.11148047350274393,-3.3454708509633231,0.41211902794265814,1,-0.27610207106919937,1.9192268748965591,-0.40071468273334065,240.52818234374922,54.792131190091055
"303-1",3,7,0.07149028620564471,0.11148047350274393,-5.6149350946106971,-1.0809952166951633,1,-1.0065265175334575,2.4241071613061433,-0.95152052168822077,349.6016057080227,99.525280907655514
"304-1",4,7,0.060674537679015733,0.11148047350274393,-5.3742609510285586,0.010258433623960802,1,-2.0001328610698179,-0.55062367742851659,2.1662371538458149,81.650309712187351,254.4795079877733
"305-1",5,7,0.0046748784279596377,0.11148047350274393,-3.5115732058508198,0.63118717472630392,1,-0.14185523109241929,1.3119368338756514,-0.31284198336035579,143.77624908236515,50.517879862108025
"306-1",6,7,0.017930871501739318,0.11148047350274393,-2.0702243457467149,-0.44311481019039184,1,1.1457365716930512,0.89714088028911321,1.3300130124615124,99.313807151437487,115.61717562984249
"307-1",7,7,0.0031340056820487448,0.11148047350274393,-8.0375195118705669,-1.1889210792851699,1,0.1117969931460614,-1.5244913327369829,-0.43590409299447469,190.0444200237977,56.724648090182832
"308-1",8,7,0.00090686330745318611,0.11148047350274393,-4.4491043873524792,0.9602520124301307,1,-1.0413513038674329,0.051369673475106715,0.58062523060971682,63.028367910199741,51.774928553421049
"309-1",9,7,0.011309301510623997,0.11148047350274393,-5.720707093459378,-0.7556581441071818,1,1.3601609336208762,-1.666919854964934,0.34170997199186132,214.00571385082139,43.463285808501858
"310-1",10,7,0.021474204546839269,0.11148047350274393,-4.0014641588190045,2.0456451254676105,1,-1.2618800550721578,1.3020838432164186,-1.0873130724308759,142.51661113896762,115.30852046720818
"311-1",11,7,0.0093104922614316576,0.11148047350274393,-9.0249082303728123,-1.0260767349026358,1,-0.52509238730986296,-1.5422952808044748,-0.93144382735583753,192.92648686846883,97.351352469645946
"312-1",12,7,0.0088779470323823353,0.11148047350274393,-2.0223257634152336,1.0443395794368486,1,0.67422048006962665,0.43456249819567866,0.82455167888261238,70.428087731988938,66.267576985453488
"313-1",13,7,0.013848721047873732,0.11148047350274393,-1.9298902303419503,0.65745083970787899,1,0.91717649645597865,0.37590373751862477,1.1195786959755669,68.324471220978012,91.905612618515036
"314-1",14,7,0.00054078664900749816,0.11148047350274393,-5.7877372613618281,-0.86703018127575981,1,0.26821978198995883,0.28826423058968503,-0.4771910926657128,65.835446056429547,59.15306134042882
"315-1",15,7,0.0031066177680163132,0.11148047350274393,-7.0079785571657176,0.39450904702507567,1,-0.85117813310716706,-0.29943996820751495,-1.2518695028761113,69.386242117924539,136.9556430537275
"316-1",16,7,0.04241369326912682,0.11148047350274393,-1.7207899770160191,-0.92004225191675115,1,1.3549858972724744,1.507287536013971,1.3369788416142869,170.79493066867909,116.47931242628901
"317-1",17,7,0.0011564591268634541,0.11148047350274393,-3.9891399895969166,0.60853285838574644,1,-0.73657978926299905,0.81407982215788122,0.32482711912245521,92.519378523042135,43.096195535866016
"318-1",18,7,0.0031123004749855796,0.11148047350274393,-4.5262333873933738,0.11481989076313456,1,0.50642493851274029,-0.82671666778617037,0.6792384511169226,102.55502267532519,56.903115346794365
"319-1",19,7,0.00019403267258572045,0.11148047350274393,-6.9953437164946459,0.14094737633072929,1,-1.6904976065587087,-0.50424847246124294,0.058454986194576869,78.901636230253828,41.152378201158754
"320-1",20,7,0.018270733907144499,0.11148047350274393,-1.4990390091790822,1.9772524774845492,1,1.1835599077646017,0.16893076627305292,0.17121783929871359,63.705928543685822,41.091858569130885
"321-1",21,7,0.0022566483798806768,0.11148047350274393,-4.3221298828367036,-0.69100034898780061,1,0.74984556752344,1.088817638365837,-0.46979273973818059,117.67874814216816,58.705119274247032
"322-1",22,7,0.0013372783294551653,0.11148047350274393,-5.9847099241272703,0.5568870772449831,1,-0.55670093172484802,-0.26882637015622102,-0.71606969949118515,68.331498695257153,76.616595493260476
"323-1",23,7,0.00055034272536500688,0.11148047350274393,-5.9698584010142453,-0.51984737404828696,1,-1.5930476217487464,1.4988799961342334,-0.35584340135144521,169.55193728482482,52.51112317225882
"324-1",24,7,0.0020844501272378603,0.11148047350274393,-5.1845294171572345,0.39674766119688171,1,0.14148059311976444,-0.80566117527455405,0.082903503800672809,100.68691377917145,41.029139839320472
"325-1",25,7,0.10623840252977299,0.11148047350274393,-10.134513472029221,-0.15254611236809731,1,-3.0554194154325054,-2.9346582783830151,1.0081103341543964,518.45605058003434,81.175430890181445
"326-1",26,7,0.0096151876636846653,0.11148047350274393,-4.3534912635500218,1.186467199939111,1,-0.33268864642502055,-1.1565146195345566,0.94924480247044396,137.71697258474231,76.020276092095258
"327-1",27,7,0.0017918999193053465,0.11148047350274393,-5.4599964413964539,0.26079654239258826,1,-2.792055272140519,0.41461960780929547,1.6566426805421812,69.673519720542942,161.36800638578052
"328-1",28,7,0.016791966678624076,0.11148047350274393,-6.0782041535046112,0.60939214441087419,1,-0.0020915214705425822,-0.26623414403381518,-1.4192706324111275,68.246577544201656,161.81105463248363
"329-1",29,7,0.051184606611000848,0.11148047350274393,-4.1075533015351313,-0.077698350971053681,1,2.2038297628552401,0.13985006066389141,-1.3735347740832087,63.407095894252812,154.73649082779426
"330-1",30,7,0.00012894069196837767,0.11148047350274393,-6.4203588839094081,-1.4381569064878472,1,-0.75181513683236922,0.79136552052476172,-0.02175236111395357,90.783872616383931,41.984784370556035
"331-1",31,7,0.00028373955486852751,0.11148047350274393,-6.6994917490639763,-0.43841716524386393,1,-0.90228394850234606,-0.67070427913136244,0.3119136438135956,89.786919815814983,42.835036426445498
"332-1",32,7,0.014359275711216882,0.11148047350274393,-4.593656482079119,0.4391271740189695,1,-0.31226671099666847,1.3836944485030522,-1.1042113936044717,153.24863810177848,117.40421240982586
"333-1",33,7,0.00021558210805104901,0.11148047350274393,-6.8005065655534116,0.15419315122837604,1,-1.5133059022448758,-0.18630767220675076,-0.25508614233016047,65.96455862354054,48.1375105993272
"334-1",34,7,0.00019452090761299813,0.11148047350274393,-6.963088552354959,-0.5825743067242164,1,-1.0430449094506447,-0.58523546994303011,0.24776613376293263,83.844720274812829,41.789838948249773
"335-1",35,7,0.014403847170147414,0.11148047350274393,-4.135902434986483,-0.37860303126781758,1,1.7859172399875978,0.58155510462662641,-1.1247717483328896,77.241217403309534,119.9933398984618
"336-1",36,7,0.02510480549574786,0.11148047350274393,-6.7169123644791009,-0.79766985208829655,1,1.246601168495304,-0.98270568592331375,-1.183137994962794,117.80332133258086,127.57823263678335
"337-1",37,7,0.027500890969177648,0.11148047350274393,-2.1092888619285359,1.3130930379322896,1,-0.17718396661441499,0.28498346769193705,1.4698185990616519,65.757482705706991,133.86759260216567
"338-1",38,7,0.0080661654370675333,0.11148047350274393,-2.6402731930981926,0.84359645295913266,1,0.34368811660467075,0.066986312095272366,1.1054559252427316,63.037180530210001,90.476010389942459
"339-1",39,7,0.19429087546560592,0.11148047350274393,-1.6576075781942468,1.3095959436069844,1,-1.3402074969711906,2.1938086297960493,1.1791953453739108,296.6233032238535,98.164613433410736
"340-1",40,7,0.010149166872644336,0.11148047350274393,-4.542571725560153,1.0317992210534732,1,0.43825499006900509,-1.2447283995152045,0.23210246283257355,149.00262366055023,41.598377418311912
"341-1",41,7,0.0053946819259630711,0.11148047350274393,-5.5220713018804704,0.17506846409281637,1,0.63844319656696513,-1.1652801738086642,-0.1703027887315875,138.80287907636952,45.25955255795359
"342-1",42,7,0.00032121084181922912,0.11148047350274393,-5.3283300101839774,-0.53279253041449015,1,-1.3354216057977322,0.68023624184216913,0.85964788418607552,83.051514711216711,68.852207730653774
"343-1",43,7,0.017162244131140786,0.11148047350274393,-4.1013724566499228,0.90267565405428707,1,0.71762345307832454,0.43205014336569331,-1.153721707148228,70.330795788481097,123.71205412960983
"344-1",44,7,0.0095339432031582138,0.11148047350274393,-4.5744153884250123,-0.78769728539125972,1,1.1733374000276957,-1.1214591418955646,1.161403638834116,133.45252605242234,96.258756296243433
"345-1",45,7,0.0026562280919237265,0.11148047350274393,-4.8946177399750077,1.062504350418356,1,-0.84777960231304805,-0.90357758289445411,0.79423509481413879,109.758185711094,64.13607516534816
"346-1",46,7,0.0024062056048959634,0.11148047350274393,-4.5251372077686733,0.79198654931914969,1,-0.32538594460758591,0.65645850784953808,-0.64819632032977548,81.560660618906383,71.062681169756374
"347-1",47,7,0.0073978671629319499,0.11148047350274393,-4.5087082641106413,0.94660599976819559,1,0.54600162640623462,-1.0243986640773228,0.023082773792251036,122.29924892055426,41.43859552263546
"348-1",48,7,0.0097211206112389689,0.11148047350274393,-5.9338997679239602,0.1486509799617009,1,-0.7983866000335238,-1.5226099223806537,1.2384457745285162,189.74174999604119,104.74435491000652
"349-1",49,7,8.9825668362319606e-05,0.11148047350274393,-6.7652503860956692,-0.45666371867485567,1,-1.7719355350831867,0.087531976432322023,0.37581689123005108,63.086666552489319,44.293579794294807
"350-1",50,7,0.013816013493685858,0.11148047350274393,-1.6012348528301463,1.3762327963336145,1,0.24717159598978489,1.0296680788501673,0.74569267599628675,111.61172305177116,60.918377639204131
"351-1",1,8,0.00060304694434613394,0.088722662179367418,-5.056481677790778,-0.13328531154537304,1,0.049168715082866292,0.26330384969646004,-0.23566893102473158,41.782684638396958,72.077523523628372
"352-1",2,8,0.00042942941564268856,0.088722662179367418,-5.8914547128748005,-0.6956451049507032,1,-0.67210521049363225,1.0317999017799862,-0.55550429921045075,86.621122518248839,74.879922963268072
"353-1",3,8,0.010269977015409729,0.088722662179367418,-4.2635705317034436,-0.068365295055007103,1,-0.77464323340741115,-0.54602564477924331,2.125463641538218,59.687809447400305,374.22542285038077
"354-1",4,8,0.014779720818353322,0.088722662179367418,-4.0719274853292937,0.43375561367536147,1,2.0863385873064209,-0.68885551267155742,-0.90316617363951857,69.783529163961717,89.76136888943816
"355-1",5,8,0.0049102392591936668,0.088722662179367418,-6.5995637928815025,0.88302366740714178,1,-0.66587221723894341,0.00063179082896457712,-1.817347033878665,40.270711842089028,187.72347682865126
"356-1",6,8,0.0075155721400194976,0.088722662179367418,-2.9852977291581184,0.91151434027842437,1,1.2842384335782284,0.42276935399425242,-0.60381985700902385,46.133723115355089,76.210422458798917
"357-1",7,8,0.0012739815683364252,0.088722662179367418,-4.106533833644443,0.16986454612388291,1,-0.34442014832393492,0.97175542375620305,0.096266344799405781,80.948316737308105,80.202733712899203
"358-1",8,8,0.014128395135157094,0.088722662179367418,-3.5169387819148077,0.81519070484579947,1,0.74225277716809135,1.0379453655980542,-1.1123276295267521,87.222470990541623,104.654157185823
"359-1",9,8,0.010608896377327169,0.088722662179367418,-2.9579883181616156,-0.92206390928577908,1,0.66134620033284874,0.31603937948596023,1.9866900113053547,42.934529358445801,340.73828218084537
"360-1",10,8,0.0004244835291403836,0.088722662179367418,-5.7189670815075937,-1.2208674937271555,1,0.70787402846150427,0.26493645974611696,-0.47091007598806062,41.814088972770712,73.123805726991733
"361-1",11,8,0.00019978194102626085,0.088722662179367418,-8.4021041165352894,-1.4731647092506948,1,-0.42750374653222623,-1.0273325688353014,-0.47410309191706729,102.01676230744104,73.176834833911599
"362-1",12,8,0.00013488136121973644,0.088722662179367418,-7.0046401255012887,-1.4124525530711816,1,-0.21578460504412517,-0.52555399731404218,0.14915102992806062,58.411296676767776,82.535165935718183
"363-1",13,8,0.0038960524737558081,0.088722662179367418,-5.737088077794974,0.39549633372117149,1,-0.46202141968653654,0.82384586109365643,-1.4944088529232649,68.542983260513751,143.38027924363905
"364-1",14,8,0.058499016362216896,0.088722662179367418,-9.8697252921941381,-0.98777455994292018,1,-1.8490643984985384,0.92186849696487572,-2.9547548307175546,76.514854292154766,428.61435349288087
"365-1",15,8,0.0044539596276829225,0.088722662179367418,-5.604875605790105,-0.10672781243702113,1,1.2065117435962982,-0.44229094771634148,-1.2623685892330401,53.659916861212608,118.08607574122344
"366-1",16,8,0.037197970527703975,0.088722662179367418,-6.3368965706616116,-1.0542897487614773,1,2.6156868936134106,-0.92533628390173872,-1.9729574316118059,91.073508916946267,212.88843230218251
"367-1",17,8,0.0010399643096767181,0.088722662179367418,-4.9271240847010063,0.14174965113517349,1,-0.1240133757963969,-0.74450110486602805,0.79964074482624614,74.280014740315664,134.55886744229201
"368-1",18,8,0.00069937894015737855,0.088722662179367418,-5.4444104049948479,-1.2610267228861534,1,0.55959991675784504,0.89225702615467173,-0.63524062502121115,74.003333485398713,77.203452452209177
"369-1",19,8,0.00051075438021394354,0.088722662179367418,-4.5861376332472368,-0.7377491458010299,1,-0.1509107708421476,0.5249944197596631,0.77752786363627813,50.287266383508232,132.08170669514146
"370-1",20,8,0.12830414179925009,0.088722662179367418,-3.2591704514166691,0.68010311325687534,1,1.0339086276636273,-1.5297488333130136,1.5565666409758423,171.40835934350869,249.42570669970434
"371-1",21,8,0.0098634651234128946,0.088722662179367418,-5.0449470679145314,-0.2493253785069387,1,0.44892937296361479,1.2129448542353258,-1.4574959166065344,105.96330745143578,138.98914164023279
"372-1",22,8,0.0003916073363934272,0.088722662179367418,-6.6219274234850198,0.45524511619614666,1,-1.2278579043192344,-0.76735492406464334,-0.081959711297287921,76.218230044982221,74.442919031134849
"373-1",23,8,0.032758051668234901,0.088722662179367418,-4.6203372299835817,-1.4416853242384224,1,0.80707503405318226,2.0059177648694582,-0.99164470466780053,230.02978680601333,95.516678448315531
"374-1",24,8,0.00044591268641540745,0.088722662179367418,-5.4716285913230118,-0.80833200174710407,1,-0.6421563356989396,1.126613218815842,-0.14775347269280964,96.327586066001629,73.135435384198104
"375-1",25,8,0.00040808230965439348,0.088722662179367418,-6.1207341735541201,-0.9936149631337664,1,-0.20733622819782821,-0.88157626727618776,0.96179328505366268,86.703759058389466,154.24758522240126
"376-1",26,8,0.00045032488656682011,0.088722662179367418,-6.4194015402922089,-0.28603674004321744,1,-0.31358516676947706,-0.032943632673218239,-0.78683600080629668,40.584725928486165,83.409475960346882
"377-1",27,8,0.00084342405657791017,0.088722662179367418,-4.1993404436700379,0.99879756394999819,1,-1.927940039856699,0.60521645991727879,1.1245855723193836,54.293247067799868,176.71180580157986
"378-1",28,8,7.0360071026594488e-05,0.088722662179367418,-6.6344212042973103,-1.7712829546266855,1,-1.0083964223319748,0.6283116481511003,0.51694652451025003,55.568224770199713,106.64739865559264
"379-1",29,8,0.00073307333467091185,0.088722662179367418,-7.086336263757314,-0.20941340450340432,1,-1.091347132226554,-1.3596519635258379,0.57407623649848316,145.03245239709938,111.63082283112595
"380-1",30,8,0.0097567567480477731,0.088722662179367418,-3.1101598129096009,-0.6262663338998018,1,1.6521577577349407,1.3763902571369802,-0.51244149388171945,126.28798789141514,73.894757648563996
"381-1",31,8,0.00053580349019371619,0.088722662179367418,-6.7116381601636412,0.3518440592766427,1,-1.9205939232540006,0.95972362765988051,-1.1026119238461642,79.855819576334795,103.86355049137813
"382-1",32,8,0.00022896059346641832,0.088722662179367418,-9.19759163073679,-1.0135743393859653,1,-1.5481938950345253,0.040526571619155335,-1.6763499679354548,40.047080940745161,167.05461563588185
"383-1",33,8,0.2093759511361615,0.088722662179367418,0.23076442275498227,-0.28326797029444079,1,3.3146165552106797,0.26913073464553927,1.9302851031932042,41.896015042644734,327.68880591557189
"384-1",34,8,0.01767697516919008,0.088722662179367418,-2.377827057397838,0.68465346919523251,1,-0.58690140245723921,0.65958986781117901,1.8648310080529902,57.381685372086025,312.95255273115458
"385-1",35,8,0.0039985016029534864,0.088722662179367418,-6.3334863577490701,0.70805808226962097,1,-0.14615863563437148,-0.32617984811048362,-1.5692059562738352,48.214700509024468,152.70422634735584
"386-1",36,8,0.011903122752688119,0.088722662179367418,-9.0527919253565639,-0.31699303213753516,1,-0.53229438061380474,-1.6734667616582637,-1.5300377509469596,195.99398264082893,147.75048239833674
"387-1",37,8,0.18738856390430705,0.088722662179367418,-1.801335150334872,0.11507208050951277,1,1.0023031417907482,2.0505987846126019,0.030690842752264968,238.9292517772875,77.706756642682379
"388-1",38,8,0.00095184505208548295,0.088722662179367418,-5.1969290672465283,-0.6146865455614009,1,0.634519460390912,0.48006275134937548,-0.69682473342541429,48.330342983504167,79.441881116681529
"389-1",39,8,0.0040921972569866686,0.088722662179367418,-3.3101012097231259,0.095554752522482952,1,-0.63790523582179204,0.48453719830884096,1.7477120752673425,48.515987802217346,287.67506323028573
"390-1",40,8,0.015317484468562235,0.088722662179367418,-5.4141614195918599,0.86723170435803865,1,0.68906641528433821,-1.4074454054624272,-0.56301413377180931,152.14538595301858,75.071097903502292
"391-1",41,8,0.003092051930971455,0.088722662179367418,-3.6567427896112208,1.3843466373947479,1,0.24951197764535507,-0.1330712487981138,-0.15753015585320967,42.203924971629029,72.978828918442076
"392-1",42,8,0.0034905118055297201,0.088722662179367418,-3.7075339338541564,0.38591178093456957,1,1.042644835614855,0.44443229359691172,-0.58052284400049214,46.924911938728037,75.539150501210784
"393-1",43,8,7.0671379592191855e-05,0.088722662179367418,-7.1902340642577229,-1.6809722616892524,1,-0.59113840801358386,-0.37926607875097196,0.46114268419608573,50.533631098957215,102.10103867409413
